Source URL,Product Name,Product Price,Product Score,Product_Image,Product Specifications_1,Product Specifications_2,Product Specifications_3,Product Specifications_4,Product Specifications_5,Product Specifications_6,Product Specifications_7,Product Specifications_8
https://www.zoomit.ir/product/list/wearables/,ردمی واچ 3 اکتیو شیائومی,"1,850,000",4.1,https://api2.zoomit.ir/media/652d1f818716201626d12686?w=1920&q=75,سیستم‌عامل اختصاصی , سازگار با اندروید و iOS,1.83 اینچ , 240x280 پیکسل,بلوتوث 5.3 , حسگر SpO2,289 میلی آمپر ساعت , غیرقابل تعویض
https://www.zoomit.ir/product/list/wearables/,بند 8 پرو شیائومی,"3,349,000",4.8,https://api2.zoomit.ir/media/652d06a38716201626d11037?w=1920&q=75,سیستم‌عامل اختصاصی , سازگار با اندروید و iOS,1.74 اینج , 336x480 پیکسل,بلوتوث 5.3 , حسگر SpO2,289 میلی‌آمپر ساعت , عمر باتری تا 14 روز
https://www.zoomit.ir/product/list/wearables/,سامسونگ گلکسی فیت 3,"2,669,000",4.3,https://api2.zoomit.ir/media/65e44098412e5bb22d86743b?w=1920&q=75,سیستم‌عامل FreeRTOS,سازگار با اندروید,1.6 اینچ,256x402 پیکسل,بلوتوث 5.3,حسگر SpO2,208 میلی‌آمپر ساعت,عمر باتری تا 13 روز
https://www.zoomit.ir/product/list/wearables/,می بند 7 شیائومی,"1,908,000",4.1,https://api2.zoomit.ir/media/652d067c8716201626d108ff?w=1920&q=75,سیستم‌عامل اختصاصی , سازگار با اندروید و iOS,1.62 اینچ , 192 × 490 پیکسل,بلوتوث 5.2 , حسگر SpO2,180 میلی آمپر ساعت , عمر باتری تا 30 روز
https://www.zoomit.ir/product/list/wearables/,اپل واچ اس ای 44 میلی‌متری نسخه 2022,"13,119,000",4.6,https://api2.zoomit.ir/media/652d204deb21a6b54f510d57?w=1920&q=75,WatchOS , نسخه 9,1.78 اینچ , 448×368 پیکسل,تراشه اپل S8 , حافظه 32 گیگابایت,296 میلی‌آمپر ساعت , لیتیوم یونی
https://www.zoomit.ir/product/list/wearables/,سامسونگ گلکسی واچ 6 نسخه 44 میلی‌متری,"8,949,000",4.2,https://api2.zoomit.ir/media/652d1f778716201626d12486?w=1920&q=75,سیستم‌عامل Wear OS 4 , سازگار با اندروید,1.5 اینچ , 480x480 پیکسل,2 گیگابایت رم , Exynos W930,425 میلی‌آمپر ساعت , لیتیوم یونی
https://www.zoomit.ir/product/list/wearables/,سامسونگ گلکسی واچ 6 نسخه 40 میلی‌متری,"8,560,000",4.5,https://api2.zoomit.ir/media/652d1f778716201626d12486?w=1920&q=75,سیستم‌عامل Wear OS 4 , سازگار با اندروید,1.3 اینچ , 432x432 پیکسل,2 گیگابایت رم , Exynos W930,300 میلی‌آمپر ساعت , لیتیوم یونی
https://www.zoomit.ir/product/list/wearables/,سامسونگ گلکسی واچ 5 نسخه 44 میلی‌متری,"8,160,000",4.1,https://api2.zoomit.ir/media/638bb82f8b369136d458d263?w=1920&q=75,سیستم‌عامل Wear OS , سازگار با اندروید,1.4 اینچ , 450x450 پیکسل,1.5 گیگابایت رم , Exynos W920,باتری لیتیوم یونی , ظرفیت 410 میلی‌آمپر ساعت
https://www.zoomit.ir/product/list/wearables/,اپل واچ سری 9 آلومینیوم مدل 45 میلی‌متری,"18,850,000",4.1,https://api2.zoomit.ir/media/652d20aeeb21a6b54f511ffb?w=1920&q=75,WatchOS , نسخه 10,1.9 اینچ , 396x484 پیکسل,تراشه اپل S9 , حافظه 64 گیگابایت,308 میلی‌آمپر ساعت , لیتیوم یونی
https://www.zoomit.ir/product/list/wearables/,شیائومی Mibro Watch GS,"2,080,000",4.5,https://api2.zoomit.ir/media/652d0488eb21a6b54f5071fb?w=1920&q=75,سیستم عامل اختصاصی , سازگار با اندروید و iOS,1.43 اینچ , 466×466 پیکسل,بلوتوث 5.1 , حسگر SpO2,450 میلی‌آمپرساعت , شارژر مغناطیسی
https://www.zoomit.ir/product/list/wearables/,سامسونگ گلکسی واچ 5 نسخه 40 میلی‌متری,"7,572,000",4.1,https://api2.zoomit.ir/media/638bb82f8b369136d458d263?w=1920&q=75,سیستم‌عامل Wear OS , سازگار با اندروید,1.2 اینچ , 396x396 پیکسل,1.5 گیگابایت رم , Exynos W920,باتری لیتیوم یونی , ظرفیت 284 میلی‌آمپر
https://www.zoomit.ir/product/list/wearables/,اپل واچ اس ای 44 میلی‌متری نسخه 2023,"13,910,000",5,https://api2.zoomit.ir/media/652d20478716201626d14e55?w=1920&q=75,WatchOS , نسخه 10,1.78 اینچ , روشنایی 1000 نیت,1 گیگابایت رم , اپل S8,باتری لیتیوم یونی , عمر باتری 18 ساعت
https://www.zoomit.ir/product/list/wearables/,سامسونگ گلکسی واچ 7 نسخه 44 میلی‌متری,"15,170,000",4,https://api2.zoomit.ir/media/668ea13b772792639decb0df?w=1920&q=75,سیستم‌عامل Wear OS 5,سازگار با اندروید,1.5 اینچ,480x480 پیکسل,32 گیگابایت حافظه داخلی,Exynos W1000,425 میلی‌آمپر ساعت,لیتیوم یونی
https://www.zoomit.ir/product/list/wearables/,کیسلکت Kr Pro,"2,134,500",4,https://api2.zoomit.ir/media/652d035ceb21a6b54f5045b9?w=1920&q=75,سیستم‌عامل اختصاصی , سازگار با اندروید و iOS,1.43 اینچ , AMOLED,بلوتوث 5.2 , حسگر SpO2,280 میلی‌آمپر ساعت , عمر باتری 2.5 روز
https://www.zoomit.ir/product/list/wearables/,شیائومی Glorimi GS1 Pro,"2,017,000",4.1,https://api2.zoomit.ir/media/652d1ff08716201626d13d8a?w=1920&q=75,سیستم‌عامل اختصاصی , سازگار با اندروید و iOS,2.01 اینچ , 410x502 پیکسل,بلوتوث 5.2 , Realtek 8763EW,280 میلی‌آمپر ساعت , عمر باتری تا 5 روز
https://www.zoomit.ir/product/list/wearables/,شیائومی Glorimi M1 Pro,"1,975,000",4.3,https://api2.zoomit.ir/media/6653f89a772792639debdccd?w=1920&q=75,سیستم‌عامل اختصاصی , سازگار با اندروید و iOS,1.43 اینچ , 466x466 پیکسل,بلوتوث , حسگر SpO2,280 میلی‌آمپر ساعت , عمر باتری تا 13 روز
https://www.zoomit.ir/product/list/wearables/,امیزفیت GTR 4,"9,069,000",4.2,https://api2.zoomit.ir/media/652d035deb21a6b54f5045d3?w=1920&q=75,سیستم‌عامل Zepp OS 2.0 , سازگار با اندروید و iOS,1.43 اینچ , 466x466 پیکسل,بلوتوث 5 , حسگر SpO2,475 میلی‌آمپر ساعت , عمر باتری تا 14 روز
https://www.zoomit.ir/product/list/wearables/,اپل واچ سری 8 آلومینیوم مدل 41 میلی‌متری,"20,200,000",4.2,https://api2.zoomit.ir/media/652d204c8716201626d14f27?w=1920&q=75,WatchOS , نسخه 9,1.69 اینچ , 352x430 پیکسل,تراشه اپل S8 , حافظه 32 گیگابایت,282 میلی‌آمپر ساعت , لیتیوم یونی
https://www.zoomit.ir/product/list/wearables/,هایلو Solar Plus RT3 LS16,"2,044,000",4.3,https://api2.zoomit.ir/media/652d0582eb21a6b54f509ad0?w=1920&q=75,سیستم‌عامل اختصاصی , سازگار با اندروید و iOS,1.43 اینچ , 466x466 پیکسل,بلوتوث 5.3 , حسگر SpO2,220 میلی آمپر ساعت , عمر باتری تا 7 روز
https://www.zoomit.ir/product/list/wearables/,شیائومی Mibro C2,"899,000",4.4,https://api2.zoomit.ir/media/652d05918716201626d0dead?w=1920&q=75,سیستم عامل اختصاصی , سازگار با اندروید و iOS,1.69 اینچ , TFT,حسگر SpO2 , بلوتوث 5,270 میلی‌آمپرساعت , شارژر مغناطیسی
https://www.zoomit.ir/product/list/wearables/,هواوی واچ فیت 3,"5,949,000",4.3,https://api2.zoomit.ir/media/663b586ba55162c757fca4c4?w=1920&q=75,سیستم‌عامل اختصاصی,سازگار با اندروید و iOS,1.82 اینچ,480×408 پیکسل,بلوتوث,حسگر SpO2,400 میلی‌آمپر ساعت,عمر باتری تا 10 روز
https://www.zoomit.ir/product/list/wearables/,پیکسل واچ 2 گوگل,"17,400,000",4.4,https://api2.zoomit.ir/media/652d21998716201626d19233?w=1920&q=75,سیستم‌عامل Wear OS 4 , سازگار با اندروید,1.2 اینچ , 450x450 پیکسل,2 گیگابایت رم , Qualcomm 5100,306 میلی‌آمپر ساعت , لیتیوم یونی
https://www.zoomit.ir/product/list/wearables/,کیسلکت Kr,"1,340,000",4.2,https://api2.zoomit.ir/media/652d010eeb21a6b54f4fefbe?w=1920&q=75,سیستم‌عامل اختصاصی , سازگار با اندروید و iOS,1.32 اینچ , 360x360 پیکسل,بلوتوث , حسگر SpO2,280 میلی آمپر ساعت , عمر باتری تا 3 روز
https://www.zoomit.ir/product/list/laptop/,ROG Strix G16 G614JV ایسوس - Core i7-13650HX RTX 4060 16GB 512GB,"89,069,000",4.2,https://api2.zoomit.ir/media/652d1f93eb21a6b54f50e873?w=1920&q=75,16 اینچ , 1200 × 1920 - WUXGA,اینتل Core i5-13650HX , انویدیا GeForce RTX 4060,16 گیگابایت رم , 512 گیگابایت SSD,2.5 کیلوگرم , باتری با ظرفیت 90 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,VivoBook 15 R1502ZA ایسوس - Core i7-1255U Iris Xe 16GB 512GB,"36,469,000",4.2,https://api2.zoomit.ir/media/652d03a38716201626d0944b?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,اینتل Core i7-1255U , اینتل Iris Xe,16 گیگابایت رم , 512 گیگابایت SSD,1.7 کیلوگرم , باتری با ظرفیت 42 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,مک بوک ایر 13 اینچی 2024 اپل - M3 8GB 256GB,"62,580,000",4.3,https://api2.zoomit.ir/media/65e5cc41412e5bb22d867a00?w=1920&q=75,13.6 اینچ , 1664 × 2560,اپل M3 , گرافیک یکپارچه‌ی 8 هسته‌ای,8 گیگابایت رم , 256 گیگابایت SSD,1.24 کیلوگرم , باتری با ظرفیت 52.6 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,LOQ 15IRH8 لنوو - Core i7-13620H RTX 4050 16GB 512GB,"53,479,000",4.4,https://api2.zoomit.ir/media/652d20eceb21a6b54f512cb4?w=1920&q=75,15.6 اینچ , 1440 × 2560 - QHD,اینتل Core i7-13620H , انویدیا GeForce RTX 4050,16 گیگابایت رم , 512 گیگابایت SSD,2.4 کیلوگرم , باتری با ظرفیت 60 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,مک بوک ایر 2022 اپل - M2 8GB 512GB,"67,830,000",4.1,https://api2.zoomit.ir/media/652d0103eb21a6b54f4fed76?w=1920&q=75,13.6 اینچ , 1664 × 2560,اپل M2 , گرافیک یکپارچه‌ی 10 هسته‌ای,8 گیگابایت رم , 512 گیگابایت SSD,1.24 کیلوگرم , باتری با ظرفیت 52.6 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,Victus 15 FA1093DX اچ پی - Core i5-13420H RTX 3050 16GB 512GB,"43,100,000",4,https://api2.zoomit.ir/media/652d01b98716201626d04dfa?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,اینتل Core i5-13420H , انویدیا GeForce RTX 3050,16 گیگابایت رم , 512 گیگابایت SSD,2.2 کیلوگرم , باتری با ظرفیت 70 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,Zenbook Pro 14 Duo UX8402ZE ایسوس - Core i7-12700H RTX 3050Ti 16GB 1TB,"105,000,000",4.1,https://api2.zoomit.ir/media/652d1f798716201626d12501?w=1920&q=75,14.5 اینچ , 1800 × 2880,اینتل Core i7-12700H , انویدیا GeForce RTX 3050,16 گیگابایت رم , 1 ترابایت SSD,1.75 کیلوگرم , باتری با ظرفیت 76 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,سرفیس پرو 9 مایکروسافت - Core i5-1235U Iris Xe 8GB 256GB,"66,899,000",4.2,https://api2.zoomit.ir/media/638bb8c8ef7c1a7ce6f28399?w=1920&q=75,13 اینچ , 1920 × 2880,اینتل Core i5-1235U , اینتل Iris Xe Graphics,8 گیگابایت , 256 گیگابایت SSD,0.87 کیلوگرم , باتری با ظرفیت 47.7 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,TUF Gaming F15 FX507ZI ایسوس - Core i7-12700H RTX 4070 16GB 1TB,"75,000,000",4.2,https://api2.zoomit.ir/media/652d007b8716201626d01b77?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,اینتل Core i7-12700H , انویدیا GeForce RTX 4070,16 گیگابایت رم , 1 ترابایت SSD,2.2 کیلوگرم , باتری با ظرفیت 90 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,LOQ 15IRH8 لنوو - Core i5-13420H RTX 3050 16GB 1TB,"53,498,000",4.2,https://api2.zoomit.ir/media/652d20eceb21a6b54f512cb4?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,اینتل Core i5-13420H , انویدیا GeForce RTX 3050,16 گیگابایت رم , 1 ترابایت SSD,2.4 کیلوگرم , باتری با ظرفیت 60 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,Victus 15 FB1013DX اچ پی - Ryzen 5 7535HS RTX 2050 8GB 512GB,"33,500,000",4.7,https://api2.zoomit.ir/media/652d04fceb21a6b54f50862d?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD, AMD Ryzen 5 7535HS, انویدیا GeForce RTX 2050,8 گیگابایت رم , 512 گیگابایت SSD,2.2 کیلوگرم , باتری با ظرفیت 52.5 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,مک بوک پرو 16 اینچی 2023 اپل - M3 Max 40-core GPU 48GB 1TB,"223,230,000",4.3,https://api2.zoomit.ir/media/6540b2ad5641fa531bdc6a29?w=1920&q=75,16.2 اینچ , 2234 × 3456 پیکسل,اپل M3 Max با 16 هسته پردازشی , پردازنده گرافیک 40 هسته‌ای,48 گیگابایت رم , 1 ترابایت SSD,2.14 کیلوگرم , باتری با ظرفیت 100 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,IdeaPad 5 لنوو - Core i5-1235U MX550 16GB 512GB,"35,900,000",4.3,https://api2.zoomit.ir/media/652d06beeb21a6b54f50d400?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,اینتل Core i5-1235U , انویدیا GeForce MX550,16 گیگابایت رم , 512 گیگابایت SSD,1.85 کیلوگرم , باتری با ظرفیت 76 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,مک بوک ایر 15 اینچی 2023 اپل - M2 8GB 256GB,"76,600,000",4.5,https://api2.zoomit.ir/media/652d04a58716201626d0b863?w=1920&q=75,15.3 اینچ , 1864 × 2880,اپل M2 , گرافیک یکپارچه‌ی 10 هسته‌ای,8 گیگابایت رم , 256 گیگابایت SSD,1.51 کیلوگرم , باتری با ظرفیت 66.5 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,Zenbook 15 OLED UM3504DA ایسوس - Ryzen 7 7735U 680M 16GB 1TB,"63,489,000",4.5,https://api2.zoomit.ir/media/6567292a3a1d41e6d6a125a3?w=1920&q=75,15.6 اینچ , 1620 × 2880 - 2.8K,AMD Ryzen 7 7735U ,AMD Radeon 680M,16 گیگابایت رم ,1 ترابایت SSD,1.5 کیلوگرم , باتری با ظرفیت 67 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,Spectre x360 16t F1023dx اچ پی - Core i7-1260P A370M 16GB 1TB,"92,000,000",4,https://api2.zoomit.ir/media/652d20478716201626d14e5c?w=1920&q=75,16 اینچ , 2160 × 3840 - UHD,اینتل Core i7-1260P , اینتل Arc A370M,16 گیگابایت رم , 1 ترابایت SSD,2.0 کیلوگرم , باتری با ظرفیت 80 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,VivoBook 15 R1502ZA ایسوس - Core i7-1255U Iris Xe 8GB 512GB,"35,469,000",4.1,https://api2.zoomit.ir/media/652d03a38716201626d0944b?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,اینتل Core i7-1255U , اینتل Iris Xe,8 گیگابایت رم , 512 گیگابایت SSD,1.7 کیلوگرم , باتری با ظرفیت 42 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,IdeaPad Slim 3 لنوو - Core i5-13420H UHD Xe 8GB 512GB,"24,450,000",4,https://api2.zoomit.ir/media/652d20ac8716201626d161a4?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,اینتل Core i5-13420H , اینتل UHD Graphics Xe,8 گیگابایت رم , 512 گیگابایت SSD,1.55 کیلوگرم , باتری با ظرفیت 47 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,VivoBook 15 X1504VA ایسوس - Core i5-1335U Iris Xe 8GB 512GB,"31,670,000",4.5,https://api2.zoomit.ir/media/66dea2d52d36dcc78153ddec?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,اینتل Core i5-1335U , اینتل Iris Xe,8 گیگابایت رم , 512 گیگابایت SSD,1.7 کیلوگرم , باتری با ظرفیت 42 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,مک بوک ایر 2022 اپل - M2 8GB 256GB,"57,750,000",5,https://api2.zoomit.ir/media/652d0103eb21a6b54f4fed76?w=1920&q=75,13.6 اینچ , 1664 × 2560,اپل M2 , گرافیک یکپارچه‌ی 8 هسته‌ای,8 گیگابایت رم , 256 گیگابایت SSD,1.24 کیلوگرم , باتری با ظرفیت 52.6 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,مک بوک پرو 14 اینچی 2023 اپل - M3 Pro 14-core GPU 18GB 512GB,"107,730,000",4.5,https://api2.zoomit.ir/media/6540b6725641fa531bdc6a56?w=1920&q=75,14.2 اینچ , 1964 × 3024 پیکسل,اپل M3 Pro با 11 هسته پردازشی , پردازنده گرافیک 14 هسته‌ای,18 گیگابایت رم , 512 گیگابایت SSD,1.61 کیلوگرم , باتری با ظرفیت 72.4 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,ROG Zephyrus G16 GU603VV ایسوس - Core i7-13620H RTX 4060 16GB 512GB,"80,469,000",4,https://api2.zoomit.ir/media/654a17147c0c309f9443159f?w=1920&q=75,16 اینچ , 1200 × 1920 - WUXGA,اینتل Core i7-13620H , انویدیا GeForce RTX 4060,16 گیگابایت رم ,512 گیگابایت SSD,2 کیلوگرم , باتری با ظرفیت 90 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,مک بوک پرو 16 اینچی 2023 اپل - M3 Pro 18-core GPU 36GB 512GB,"154,980,000",4.4,https://api2.zoomit.ir/media/6540b2ad5641fa531bdc6a29?w=1920&q=75,16.2 اینچ , 2234 × 3456 پیکسل,اپل M3 Pro با 12 هسته پردازشی , پردازنده گرافیک 18 هسته‌ای,36 گیگابایت رم , 512 گیگابایت SSD,2.14 کیلوگرم , باتری با ظرفیت 100 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,IdeaPad 5 لنوو - Core i7-1255U MX550 16GB 1TB,"42,399,000",4.5,https://api2.zoomit.ir/media/652d06beeb21a6b54f50d400?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,اینتل Core i7-1255U , انویدیا GeForce MX550,16 گیگابایت رم , 1 ترابایت SSD,1.85 کیلوگرم , باتری با ظرفیت 76 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,Vivobook Go 15 OLED E1504FA ایسوس - Ryzen 5 7520U 610M 8GB 512GB,"26,271,000",4.4,https://api2.zoomit.ir/media/652d1f908716201626d1295b?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,AMD Ryzen 5 7520U , AMD Radeon 610M,8 گیگابایت رم , 512 گیگابایت SSD,1.6 کیلوگرم , باتری با ظرفیت 42 یا 50 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,IdeaPad Slim 3 15IRU8 لنوو - Core i3-1305U UHD 8GB 256GB,"18,200,000",4.3,https://api2.zoomit.ir/media/652d20ac8716201626d161a4?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,اینتل Core i3-1305U , اینتل UHD Graphics,8 گیگابایت رم , 256 گیگابایت SSD,1.62 کیلوگرم , باتری با ظرفیت 47 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,ROG Strix SCAR 16 G634JY ایسوس - Core i9-13980HX RTX 4090 32GB 1TB,"250,000,000",4,https://api2.zoomit.ir/media/652d2117eb21a6b54f5135bd?w=1920&q=75,16 اینچ , WQXGA- 2560 x 1600,اینتل Core i9-13980HX , انویدیا GeForce RTX 4090,32 گیگابایت رم , 1 ترابایت SSD,2.6 کیلوگرم , باتری با ظرفیت 90 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,IdeaPad Slim 3 15IRH8 لنوو - Core i7-13620H UHD 16GB 512GB,"37,800,000",4.3,https://api2.zoomit.ir/media/652d20ac8716201626d161a4?w=1920&q=75,15.6 اینچ ,1080 × 1920 - FHD,اینتل Core i7-13620H ,اینتل UHD Graphics,16 گیگابایت رم ,512 گیگابایت SSD,1.62 کیلوگرم ,باتری با ظرفیت 47 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,TUF Gaming F15 FX507ZC ایسوس - Core i5-12500H RTX 3050 16GB 1TB,"52,970,000",4.8,https://api2.zoomit.ir/media/652d007b8716201626d01b77?w=1920&q=75,15.6 اینچ , 1080 × 1920 - FHD,اینتل Core i5-12500H , انویدیا GeForce RTX 3050,16 گیگابایت رم , 1 ترابایت SSD,2.2 کیلوگرم , باتری با ظرفیت 56 یا 90 وات‌ساعت
https://www.zoomit.ir/product/list/laptop/,مک بوک پرو 13 اینچی 2022 اپل - M2 8GB 512GB,"78,095,000",4.6,https://api2.zoomit.ir/media/652cfef28716201626cfd148?w=1920&q=75,13.3 اینچ , 1600 × 2560,اپل M2 , پردازنده‌ی گرافیکی M2,8 گیگابایت رم , 512 گیگابایت SSD,1.4 کیلوگرم , باتری با ظرفیت 58.2 وات‌ساعت
https://www.zoomit.ir/product/list/hdd/,وسترن دیجیتال My Passport USB 3.0 ظرفیت 4 ترابایت,"6,030,000",4.2,https://api2.zoomit.ir/media/652d2067eb21a6b54f511212?w=1920&q=75,اکسترنال , قابل حمل,4 ترابایت , 2.5 اینچ,5400 دور در دقیقه , USB 3.2 Gen 1,210 گرم , 19.15 × 75 × 107.2 میلی‌متر
https://www.zoomit.ir/product/list/hdd/,وسترن دیحیتال Blue WD40EZAZ ظرفیت 4 ترابایت,"5,700,000",4.2,https://api2.zoomit.ir/media/652cfb2deb21a6b54f4edcad?w=1920&q=75,اینترنال , دسکتاپ,4 ترابایت , 3.5 اینچ,5400 دور در دقیقه , SATA 6 Gb/s,570 گرم , 26.1 × 147 × 101.6 میلی‌متر
https://www.zoomit.ir/product/list/hdd/,سیگیت Expansion STKM1000400 ظرفیت 1 ترابایت,"2,949,000",4.5,https://api2.zoomit.ir/media/652d02eceb21a6b54f503922?w=1920&q=75,اکسترنال , قابل حمل,1 ترابایت , 2.5 اینچ,- , USB 3.0,159 گرم , 12.6 × 80 × 115.3 میلی‌متر
https://www.zoomit.ir/product/list/hdd/,سیگیت Expansion STKM2000400 ظرفیت 2 ترابایت,"3,650,000",4.1,https://api2.zoomit.ir/media/652d02eceb21a6b54f503922?w=1920&q=75,اکسترنال , قابل حمل,2 ترابایت , 2.5 اینچ,- , USB 3.0,159 گرم , 12.6 × 80 × 115.3 میلی‌متر
https://www.zoomit.ir/product/list/hdd/,توشیبا Canvio Ready ظرفیت 4 ترابایت,"6,670,000",4.1,https://api2.zoomit.ir/media/652d055d8716201626d0d7c6?w=1920&q=75,اکسترنال , قابل حمل,4 ترابایت , 2.5 اینچ,5400 دور در دقیقه , USB 3.2 Gen 1,217.5 گرم , 19.5 × 78 × 109 میلی‌متر
